"","id","host_is_superhost","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","price","cleaning_fee","number_of_reviews","review_scores_rating","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month","Num.Cultural.Spaces"
"337",4279876,"t","Wallingford",47.6618227961864,-122.329300665813,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","$95.00","",64,97,10,10,10,10,10,4.31,229
"338",3870253,"f","Wallingford",47.6614049396629,-122.345472173956,"Apartment","Entire home/apt",6,1,2,4,"Real Bed","{""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$175.00","",39,97,10,10,10,9,10,2.38,244
"339",2187563,"f","Wallingford",47.6573619150349,-122.327624925746,"House","Entire home/apt",6,1,2,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}","$160.00","$90.00",37,93,10,10,10,10,9,1.89,225
"340",3889299,"f","Wallingford",47.6498541190164,-122.330684792571,"House","Shared room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit""}","$40.00","$35.00",2,90,8,10,10,10,10,0.47,296
"341",3889330,"f","Wallingford",47.6512939217661,-122.331031784517,"House","Shared room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}","$40.00","$35.00",0,NA,NA,NA,NA,NA,NA,NA,279
"342",1184846,"t","Wallingford",47.6498306111213,-122.334331356761,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Shampoo}","$120.00","",32,96,10,10,10,10,9,1.07,296
"343",3626162,"t","Wallingford",47.6594512101036,-122.329136670017,"House","Entire home/apt",4,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$66.00","$70.00",33,96,10,10,10,10,10,1.99,224
"344",456040,"f","Wallingford",47.6694790578945,-122.329441493873,"House","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$55.00","",207,96,10,10,10,10,10,4.68,223
"345",9033154,"f","Wallingford",47.660979444896,-122.333482979526,"House","Entire home/apt",7,3,4,5,"Real Bed","{""Wireless Internet"",""Free Parking on Premises"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}","$350.00","$90.00",0,NA,NA,NA,NA,NA,NA,NA,241
"346",4340838,"t","Wallingford",47.6684677716729,-122.32669580302,"House","Entire home/apt",2,1,0,1,"Real Bed","{""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Fire Extinguisher""}","$85.00","$20.00",37,98,10,10,10,10,10,3.01,219
"347",808811,"f","Wallingford",47.665213571557,-122.336752958482,"House","Entire home/apt",6,1,2,3,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}","$175.00","$50.00",45,90,8,10,10,10,9,1.58,242
"348",7368030,"f","Wallingford",47.6611647788438,-122.336846274036,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$105.00","",1,80,10,10,10,10,10,0.2,245
"349",522287,"f","Wallingford",47.6509865642865,-122.341704821458,"House","Private room",3,1,1,3,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Heating,""Carbon Monoxide Detector"",Essentials}","$55.00","$10.00",203,95,10,10,10,10,9,4.7,308
"350",1940787,"f","Wallingford",47.6551285829351,-122.335288204223,"House","Entire home/apt",5,1,2,2,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$150.00","$75.00",6,97,10,10,10,9,9,0.35,256
"351",3732103,"f","Wallingford",47.6502111876079,-122.33203477904,"House","Shared room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$40.00","$35.00",6,93,8,9,10,9,10,0.35,286
"352",43373,"f","Wallingford",47.6505515558955,-122.330588662466,"House","Private room",2,2,1,2,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}","$59.00","$15.00",182,93,9,10,10,10,9,2.77,284
"353",5126365,"f","Wallingford",47.66286984193,-122.324890091991,"House","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","$80.00","$30.00",3,73,7,7,8,9,7,0.3,220
"354",7182584,"f","Wallingford",47.666596240935,-122.337912313612,"House","Entire home/apt",5,1,2,3,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}","$200.00","$40.00",3,80,9,10,9,9,7,0.99,243
"355",5325214,"f","Wallingford",47.6633012861405,-122.343458652598,"House","Entire home/apt",3,1,0,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",""Family/Kid Friendly"",Washer,Dryer,Essentials}","$60.00","",14,91,9,10,9,10,10,1.32,244
"356",2710274,"f","Wallingford",47.6580932706287,-122.331716482205,"House","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$59.00","$15.00",86,93,9,10,10,10,9,4.06,235
"357",5128160,"f","Wallingford",47.6576723629076,-122.325848292721,"House","Entire home/apt",8,3,4,5,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$575.00","$175.00",5,100,10,10,10,9,10,0.79,222
"358",3424114,"f","Wallingford",47.6502066058119,-122.331104272224,"House","Shared room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$40.00","$35.00",4,93,9,9,10,9,10,0.23,289
"359",2776890,"f","Wallingford",47.6495291565078,-122.332177374742,"House","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$139.00","$25.00",21,92,9,9,10,10,9,1.29,301
"360",4521755,"f","Wallingford",47.6537200022572,-122.338388334466,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$70.00","$75.00",12,95,10,10,10,10,9,1.41,288
"361",3456599,"f","Wallingford",47.6505963558899,-122.334037852707,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector""}","$85.00","$50.00",35,94,10,10,10,10,9,2.05,291
"362",8207848,"f","Wallingford",47.6578789556566,-122.34179972269,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$259.00","$155.00",1,NA,NA,NA,NA,NA,NA,0.27,267
"363",10249527,"f","Wallingford",47.6618938318467,-122.323749437317,"Apartment","Private room",3,1,1,1,"Airbed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",Essentials,Shampoo,Hangers}","$39.00","",0,NA,NA,NA,NA,NA,NA,NA,209
"364",1252740,"t","Wallingford",47.6626678422188,-122.345044111654,"House","Private room",2,1.5,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}","$70.00","",66,97,9,10,10,10,10,2.25,245
"365",4250938,"f","Wallingford",47.6699022378915,-122.324048687146,"House","Entire home/apt",6,1,2,4,"Real Bed","{""Cable TV"",""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$166.00","$209.00",2,90,9,10,10,9,8,0.2,218
"366",3791920,"t","Wallingford",47.6640053838321,-122.328336561062,"House","Entire home/apt",4,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Essentials}","$99.00","",70,97,10,10,10,10,10,4.23,226
"367",4258762,"t","Wallingford",47.6593428017617,-122.331939475673,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$110.00","$20.00",25,92,9,10,10,10,9,1.73,237
"368",7364146,"f","Wallingford",47.6626306287878,-122.346118173498,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$100.00","$75.00",6,97,10,10,10,9,10,1.51,246
"369",6765045,"f","Wallingford",47.6551029666014,-122.336043577044,"House","Entire home/apt",7,1,3,4,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$250.00","$65.00",5,88,8,9,9,9,8,0.88,267
"370",3193738,"f","Wallingford",47.6473450972233,-122.333486161034,"House","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$150.00","$120.00",2,90,8,7,9,10,10,0.13,349
"371",8765219,"f","Wallingford",47.6621445402159,-122.324016924733,"House","Entire home/apt",5,1,1,2,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$200.00","$50.00",2,100,10,10,10,10,10,0.98,209
"372",8174285,"t","Wallingford",47.6532100873886,-122.339970845067,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$95.00","$75.00",1,80,8,10,10,10,8,0.41,291
"373",3403638,"f","Wallingford",47.6509424526273,-122.332588930485,"House","Shared room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$40.00","$35.00",6,84,8,9,9,9,8,0.35,280
"374",7601333,"f","Wallingford",47.6535538226472,-122.328968484957,"House","Entire home/apt",4,1,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$215.00","$65.00",5,92,9,10,10,10,9,1.06,253
"375",6707735,"t","Wallingford",47.6643689264799,-122.330635601948,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$110.00","$15.00",46,97,10,10,10,10,9,6.57,232
"376",7322718,"f","Wallingford",47.6702527546683,-122.328885559036,"House","Entire home/apt",5,1,3,3,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$249.00","$100.00",1,80,10,10,10,10,10,0.19,220
"377",3783162,"f","Wallingford",47.6603184519872,-122.331905151178,"House","Entire home/apt",8,2,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$295.00","$95.00",41,97,10,10,10,10,10,2.41,236
"378",6606,"f","Wallingford",47.6541086069472,-122.337605288165,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Hot Tub"",Heating,Essentials,Shampoo}","$90.00","$40.00",52,93,9,10,9,10,9,0.66,285
"379",3889280,"f","Wallingford",47.6499607985361,-122.332701509321,"House","Shared room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit""}","$40.00","$35.00",0,NA,NA,NA,NA,NA,NA,NA,295
"380",3971137,"f","Wallingford",47.657699881794,-122.334151312993,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$85.00","$8.00",5,88,10,10,10,10,9,0.37,244
"381",3889050,"f","Wallingford",47.6515816627093,-122.330796672124,"House","Shared room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit""}","$40.00","$35.00",3,80,6,9,10,9,8,0.18,277
"382",799882,"t","Wallingford",47.6708457011803,-122.337466562812,"House","Private room",2,1.5,1,1,"Pull-out Sofa","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$40.00","$20.00",32,96,9,10,10,10,10,0.85,243
"383",9508386,"f","Wallingford",47.66809218842,-122.336773283576,"House","Entire home/apt",8,2,4,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$245.00","$150.00",1,100,10,10,10,10,10,1,239
"384",6714817,"f","Wallingford",47.6643201925869,-122.329175325287,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$130.00","$50.00",2,90,10,10,10,8,9,0.31,230
"385",3773700,"f","Wallingford",47.6629165247846,-122.326723331407,"House","Entire home/apt",4,1.5,3,2,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$210.00","$100.00",6,93,9,10,10,10,9,0.36,224
"386",3773568,"f","Wallingford",47.6708135817335,-122.327485539678,"House","Entire home/apt",6,2.5,2,3,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$439.00","$99.00",11,91,9,10,10,10,9,0.68,220
"387",9313974,"f","Wallingford",47.6549144497842,-122.338075225591,"House","Private room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}","$90.00","",0,NA,NA,NA,NA,NA,NA,NA,275
"388",6492880,"f","Wallingford",47.6716420951788,-122.325276775215,"Apartment","Entire home/apt",3,1,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",Pool,Gym,""Pets live on this property"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$95.00","$82.00",13,90,10,9,9,10,10,1.79,220
"389",4879013,"t","Wallingford",47.6698224089034,-122.326960445848,"Apartment","Entire home/apt",4,1,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$109.00","$60.00",36,99,10,10,10,10,10,2.88,219
"390",3732094,"f","Wallingford",47.650849655556,-122.332910720192,"House","Shared room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$40.00","$28.00",5,88,7,9,9,9,9,0.3,286
"391",873073,"f","Wallingford",47.655431346486,-122.333422345765,"House","Entire home/apt",4,1,2,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$175.00","$75.00",4,95,10,10,10,10,10,0.43,249
"392",234898,"f","Wallingford",47.6623098222584,-122.326848801678,"House","Entire home/apt",3,1,1,2,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$80.00","$40.00",69,96,10,10,10,10,10,1.38,222
"393",8533375,"f","Wallingford",47.6633237604278,-122.325756417292,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$105.00","",3,100,10,10,10,10,10,1.15,221
"394",6854019,"t","Wallingford",47.6658025035794,-122.33876739834,"House","Entire home/apt",8,3.5,3,3,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$400.00","$150.00",0,NA,NA,NA,NA,NA,NA,NA,246
"395",8418650,"f","Wallingford",47.652541585228,-122.338768596418,"Apartment","Entire home/apt",4,1,2,3,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$100.00","$50.00",12,98,10,10,10,10,10,4.56,295
"396",3732076,"f","Wallingford",47.6498980634582,-122.331256219175,"House","Shared room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$40.00","$35.00",7,94,8,10,9,9,10,0.41,296
"397",4608592,"t","Wallingford",47.6589925922836,-122.324663354277,"House","Entire home/apt",6,1,2,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$160.00","$20.00",30,98,10,10,10,10,10,2.45,212
"398",4862719,"f","Wallingford",47.6680060912153,-122.329389037467,"House","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$55.00","",64,94,10,10,10,10,10,5.27,224
"399",668169,"f","Wallingford",47.6664248821552,-122.334905213051,"House","Private room",3,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$55.00","$30.00",16,93,9,10,10,10,10,0.39,243
"400",429453,"t","Wallingford",47.6516632033748,-122.339685049154,"House","Private room",2,2.5,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,Essentials}","$150.00","$30.00",14,100,10,10,10,10,10,0.31,302
"401",10124808,"f","Wallingford",47.6534910795798,-122.340953413317,"House","Private room",2,1,1,2,"Real Bed","{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",Shampoo,Hangers,""Laptop Friendly Workspace""}","$55.00","",0,NA,NA,NA,NA,NA,NA,NA,287
"402",7459684,"f","Wallingford",47.6570827282358,-122.326551137102,"House","Entire home/apt",6,1,2,2,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$95.00","$50.00",17,93,10,10,10,9,9,3.98,226
"403",5992645,"f","Wallingford",47.6709638466684,-122.328863310695,"House","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron}","$155.00","$100.00",1,80,8,10,10,10,8,0.23,221
"404",7917718,"t","Wallingford",47.6619180577808,-122.324991193632,"House","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$55.00","$25.00",17,99,10,10,10,10,10,3.72,214
"405",2986056,"f","Wallingford",47.6509940204123,-122.332345046705,"House","Shared room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$40.00","$35.00",4,95,9,10,10,8,10,0.28,279
"406",2011193,"f","Wallingford",47.6561270167652,-122.335302887271,"House","Entire home/apt",7,2,3,5,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$250.00","$100.00",4,93,9,10,10,10,9,0.24,254
